TITCK_ID,TITCK_Ilac_Adi,ATC_Barkod,ATC_Kodu,ATC_Durumu,Match_Score
13367,TAGLİN 50 MG TABLET,8699540021693,A10BH02,Aktif,66.67
13368,TAGLIN MET 50 MG/850 MG FILM KAPLı TABLET,8699540021662,A10BD08,Aktif,73.4
13369,TAGLINMET 50 MG / 1000 MG FILM KAPLı TABLET,8699680091655,A10BD08,Aktif,70.16
13370,TAGRİSSO 40 MG FİLM KAPLI TABLET,8699786092860,L01EB04,Aktif,65.19
13371,TAGRİSSO 80 MG FİLM KAPLI TABLET,8699786092860,L01EB04,Aktif,65.19
13372,TAKHZYRO 300 MG/2 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR,8699522958542,R03DX09,Aktif,67.54
13373,TAKSEN 100 MG /  17 ML IV ENJEKSİYONLUK ÇÖZELTİ,8699828770268,L01CD01,Aktif,74.03
13374,TAKSEN 150 MG / 25 ML IV ENJEKSİYONLUK ÇÖZELTİ,8699828770275,L01CD01,Aktif,74.03
13375,TAKSEN 30 MG / 5 ML IV ENJEKSİYONLUK ÇÖZELTİ İÇEREN FLAKON,8699828770282,L01CD01,Aktif,70.73
13376,TAKSEN 300 MG/50 ML IV ENJEKTABL ÇÖZELTİ İÇEREN FLAKON,8699516765057,L01CD01,Pasif,65.57
13377,"TAKSİDEM 0,5 MG İM/İV ENJEKSİYON İÇİN TOZ İÇEREN FLAKON",8681697270109,J01DD01,Pasif,64.67
13378,TAKSİDEM 1 G IM/IV ENJEKSİYON İÇİN TOZ İÇEREN FLAKON,8681697270093,J01DD01,Pasif,66.67
13379,TAKSİDEM 2 G IV ENJEKSİYON İÇİN TOZ İÇEREN FLAKON,8681697270093,J01DD01,Pasif,65.41
13380,TALAFY 20 MG FİLM TABLET,8680760092532,G04BE08,Aktif,70.27
13381,TALAVIST 20 MG FILM KAPLı TABLET,8684263090040,G04BE08,Aktif,70.4
13382,TALAVIST 5 MG FILM KAPLı TABLET,8684263090026,G04BE08,Aktif,69.35
13383,TALCID 500 MG ÇIğNEME TABLETI,8699828080015,A02AD04,Pasif,62.71
13384,TALCID 500 MG/5ML KULLANıMA HAZıR SüSPANSIYON,8699546700288,A02AD04,Pasif,56.45
13385,TALCİD FORTE ÇİĞNEME TABLETİ,8699546082230,A02AD04,Pasif,68.63
13386,TALDEROL 60 MG FILM KAPLI TABLET,8699527090995,B01AC24,Aktif,74.38
13387,TALDEROL 90 MG FILM KAPLI TABLET,8699527090995,B01AC24,Aktif,74.38
13388,TALINAT 0.1 MG/ 2 ML I.V./I.M.ENJEKSIYONLUK ÇÖZELTI IÇEREN AMPUL,8697621750180,V04CJ02,Pasif,70.18
13389,TALINAT 0.5MG/10ML I.V./I.M.ENJEKSIYONLUK ÇÖZELTI IÇEREN AMPUL,8697621750180,V04CJ02,Pasif,65.88
13390,TALOTREN 200 MG KAPSÜL,8699504170207,R03DA04,Pasif,68.97
13391,TALOTREN 350 MG KAPSÜL,8699504170252,R03DA04,Pasif,68.97
13392,TALOZIN 160 MG TABLET,8699516098100,C07BB07,Pasif,56.92
13393,TALOZİN 40 MG/4 ML IV ENJEKSIYONLUK ÇöZELTI,8680400770998,H01BB02,Pasif,61.25
13394,TALOZIN 80 MG TABLET,8699516098100,C07BB07,Pasif,59.02
13395,"TALZENNA 0,1 MG SERT KAPSüL",8681308151117,L01XK04,Aktif,57.63
13396,"TALZENNA 0,35 MG SERT KAPSüL",8681308151117,L01XK04,Aktif,58.82
13397,"TALZENNA 0,5 MG SERT KAPSüL",8681308151117,L01XK04,Aktif,59.32
13398,TALZENNA 0.25 MG SERT KAPSÜL,8681308151117,L01XK04,Aktif,60.5
13399,TALZENNA 1 MG SERT KAPSÜL,8681308151100,L01XK04,Aktif,58.41
13400,TAMCEF 125 MG/5 ML ORAL SÜSPANSİYON HAZIRLAMAK İÇİN KURU TOZ,8697927283757,J01DD15,Aktif,73.05
13401,TAMCEF 250 MG/ 5 ML ORAL SÜSPANSİYON HAZIRLAMAK İÇİN KURU TOZ,8697927283757,J01DD15,Aktif,73.05
13402,TAMCEF 300 MG KAPSÜL,8697927153760,J01DD15,Aktif,58.82
13403,TAMCEF 600 MG EFERVESAN TABLET,8699976020024,J01DD08,Pasif,60.55
13404,"TAMCEF PLUS 125 + 62,5MG/5 ML ORAL SÜSPANSİYON HAZIRLAMAK İÇİN KURU TOZ",8697927280817,J01DD14,Pasif,59.26
13405,"TAMENSU 0,4MG MR KAPSÜL",8699502151505,G04CA02,Aktif,55.05
13406,TAMGARD 160 MG FILM KAPLI TABLET,8699516096342,C09CA03,Pasif,88.89
13407,TAMGARD 80 MG FILM KAPLI TABLET,8699516096335,C09CA03,Pasif,88.61
13408,"TAMIDRA MR 0,4 MG DEĞIŞTIRILMIŞ SALIMLI SERT KAPSÜL",8699262170020,G04CA02,Aktif,72.51
13409,"TAMIRAL 7,5MG/5ML ŞURUP",8699587573513,R05DB13,Pasif,58.72
13410,TAMLOPIN 10 MG TABLET,8699262010258,C09DB07,Aktif,61.42
13411,TAMLOPIN 5 MG TABLET,8699536011622,C08CA01,Pasif,61.54
13412,TAMOL 120 MG/5 ML PEDİATRİK ŞURUP,8699570570246,N02BE01,Aktif,67.18
13413,TAMOL 500 MG TABLET,8681911010047,N02BE01,Pasif,62.96
13414,TAMOL COLD TABLET,8699516013745,N02BE51,Pasif,54.88
13415,TAMOL PLUS 250MG/5ML SÜSPANSIYON,8699516703639,N02BE01,Pasif,67.18
13416,TAMOVİR 500 MG I.V İNFÜZYON İÇİN LİYOFİLİZE TOZ İÇEREN FLAKON,8680199797497,J05AB06,Aktif,70.41
13417,TAMOXİFEN TABLET 10MG,8699525019783,L02BA01,Aktif,73.81
13418,TAMOXİFEN TABLET 20MG,8699525019936,L02BA01,Aktif,73.81
13419,TAMOXİFEN-TEVA 10 MG FİLM TABLET,8699638010059,L02BA01,Pasif,64.91
13420,TAMOXİT 10  MG  FİLM KAPLI TABLET,8699828091363,L02BA01,Aktif,66.14
13421,TAMOXİT 20  MG  FİLM KAPLI TABLET,8699828091363,L02BA01,Aktif,67.72
13422,"TAMPROST  MR  0,4  MG  DEğIşTIRILMIş  SALıMLı  KAPSüL",8680199175400,G04CA02,Aktif,68.97
13423,TAMSUMAX MR 0.4MG DEĞİŞTİRİLMİŞ SALIMLI SERT KAPSÜL,8680199175417,G04CA02,Aktif,66.67
13424,TAMYLO MR 0.4 MG DEĞIŞTIRILMIŞ SALIMLI SERT KAPSÜL,8680199175417,G04CA02,Aktif,73.17
13425,TANATRIL 10MG TABLET,8699809090187,N03AG04,Aktif,67.69
13426,TANATRIL 20MG TABLET,8699673098111,G04BE08,Aktif,67.69
13427,TANATRIL 5MG TABLET,8699809090187,N03AG04,Aktif,65.62
13428,TANATRIL 5MG TABLET,8699809090187,N03AG04,Aktif,65.62
13429,TANATRIL 5MG TABLET,8699809090187,N03AG04,Aktif,65.62
13430,"TANFLEX % 0,15 GARGARA",8699565643597,A01AD02,Aktif,55.74
13431,"TANFLEX %0,15 ORAL SPREY, ÇÖZELTİ",8699514510048,A01AD02,Aktif,61.07
13432,TANFLEX JEL %5,8699514340515,M02AA05,Pasif,84.21
13433,"TANFLEX PLUS %0.15+%0.20 ORAL SPREY, ÇöZELTI",8699527520058,A01AD,Aktif,53.27
13434,TANKS 30 MG FILM KAPLı TABLET,8699738090388,G04BX14,Aktif,60.32
13435,TANKS 60 MG FILM KAPLı TABLET,8680199026603,G04BX14,Aktif,59.38
13436,TANSİFA 16 MG/10 MG TABLET,8699262010258,C09DB07,Aktif,62.35
13437,TANSİFA 16 MG/5 MG TABLET,8699262010241,C09DB07,Aktif,61.9
13438,TANSİFA 32 MG/10 MG TABLET,8699262010258,C09DB07,Aktif,64.71
13439,TANSİFA 32 MG/5 MG TABLET,8699262010241,C09DB07,Aktif,64.29
13440,TANSİFA PLUS 16 MG/10 MG/12.5 MG TABLET,8699262010272,C09DX06,Aktif,59.76
13441,TANSİFA PLUS 16 MG/5 MG/12.5 MG TABLET,8699262010265,C09DX06,Aktif,59.44
13442,TANSİFA PLUS 32 MG/10 MG/12.5 MG TABLET,8699262010296,C09DX06,Aktif,59.76
13443,TANSİFA PLUS 32 MG/10 MG/25 MG TABLET,8699262010296,C09DX06,Aktif,57.83
13444,"TANSİFA PLUS 32 MG/5 MG/12,5 MG",8699262010289,C09DX06,Aktif,59.74
13445,TANSİFA PLUS 32 MG/5 MG/25 MG TABLET,8699262010289,C09DX06,Aktif,57.49
13446,TANSİPREX 20 MG/10 MG FİLM KAPLI TABLET,8699738090531,C09BB02,Pasif,70.21
13447,TANSTOP 10 MG TABLET,8699786010178,C09BA03,Pasif,66.67
13448,TANSTOP 5 MG TABLET,8699786010178,C09BA03,Pasif,63.79
13449,TANSTRIVE  80 MG SERT KAPSÜL,8699536093161,N06AB06,Aktif,57.36
13450,TANSTRIVE 40 MG SERT KAPSÜL,8699536093161,N06AB06,Aktif,55.81
13451,TANTUM DRAJE,8699565523585,A01AD02,Aktif,54.37
13452,TANTUM JEL %5,8699565343572,M02AA05,Aktif,72.73
13453,"TANTUM VERDE DUO   22,5 MG+18 MG/15MLL GARGARA",8699565643597,A01AD02,Aktif,52.44
13454,"TANTUM VERDE DUO %0,15 / 0,12 ORAL SPREY, ÇÖZELTİ",8699565520034,A01AD11,Aktif,56.18
13455,"TANTUM VERDE DUO FORTE %0,30 / %0,12 ORAL SPREY, ÇÖZELTİ",8699293512776,A01AD,Aktif,55.07
13456,TANTUM VERDE DUO FORTE 45 MG+18 MG/15 ML GARGARA,8699565640046,A01AD11,Aktif,56.18
13457,TANTUM VERDE GARGARA %0.15,8699565643597,A01AD02,Aktif,68.52
13458,TANTUM VERDE SPRAY %0.15,8699565523585,A01AD02,Aktif,72.0
13459,TANTUM VERDE SPRAY-KT,8699565523585,A01AD02,Aktif,76.32
13460,TARBETAX 250MG KAPSÜL,8681428031375,C07AB02,Aktif,59.31
13461,TARBETAX 500MG FİLM TABLET,8681428031375,C07AB02,Aktif,57.33
13462,TARCETIN 150 MG FILM KAPLı TABLET,8699505092027,L01EB02,Aktif,66.15
13463,TARCEVA 100 MG FILM KAPLI TABLET,8699505092010,L01EB02,Aktif,57.52
13464,TARCEVA 150 MG FILM KAPLI TABLET,8699505092027,L01EB02,Aktif,57.52
13465,TARCEVA 25 MG FILM KAPLI TABLET,8699505092003,L01EB02,Pasif,56.95
13466,TARDEN 10 MG FİLM KAPLI TABLET,8697936093613,C10BA05,Aktif,66.23
13467,TARDEN 20 MG FİLM KAPLI TABLET,8697936093675,C10BA05,Aktif,63.35
13468,TARDEN 40 MG FİLM KAPLI TABLET,8697936093613,C10BA05,Aktif,62.11
13469,TARDEN 80 MG FILM KAPLI TABLET,8699593095450,L02BX03,Aktif,60.38
13470,TARDYFERON 80 MG UZATILMIŞ SALIMLI KAPLI TABLET,8699749140010,B03AA07,Aktif,80.0
13471,TARGET 12 MG / 25MG KAPSÜL,8699514150114,N06CA03,Pasif,58.99
13472,TARGET 12 MG / 50MG KAPSÜL,8699514150114,N06CA03,Pasif,57.55
13473,TARGET 3 MG / 25MG KAPSÜL,8699514150077,N06CA03,Pasif,58.39
13474,TARGET 6 MG / 25MG KAPSÜL,8699514150077,N06CA03,Pasif,56.93
13475,TARGET 6MG/50MG KAPSÜL,8699525090928,B01AF02,Aktif,53.15
13476,TARGOCID  200  MG/3  ML  IM/IV  ENJEKSIYONLUK  ÇöZELTI  İçIN  TOZ  VE  ÇöZüCü,8699814790119,J01XA02,Pasif,70.41
13477,TARGOCID  400  MG/3  ML  IM/IV  ENJEKSIYONLUK  ÇöZELTI  İçIN  TOZ  VE  ÇöZüCü,8699814790126,J01XA02,Aktif,70.41
13478,TARIVID 200 MG FILM TABLET,8699809097605,J01MA01,Pasif,62.26
13479,TARIVID 200MG IV ENFÜZYON İÇIN ENJEKSIYONLUK ÇÖZELTI İÇEREN FLAKON,8699783790110,M03AX01,Aktif,70.2
13480,TARIVID 400 MG FILM TABLET,8699809097605,J01MA01,Pasif,64.15
13481,TARKA 180MG/2 MG FILM TABLET,8699548093050,C09BB10,Aktif,54.55
13482,TARKA FORTE 240/4 MG FILM TABLET,8699548093050,C09BB10,Aktif,56.54
13483,TARLUSAL 5 MG TABLET (BIOFARMA),8699525017604,G03DA02,Aktif,63.79
13484,TARLUSAL 5 MG TABLET (DEVA-ÇERKEZKÖY),8699525017604,G03DA02,Aktif,62.71
13485,TARSİNİB 100 MG FİLM TABLET,8699525090720,L01EB02,Pasif,66.67
13486,TARSINIB 150 MG FILM TABLET,8680199093346,L01EB02,Aktif,66.67
13487,TARSİNİB 25 MG FİLM TABLET,8699505092003,L01EB02,Pasif,64.35
13488,TARTADA 100 MG FILM KAPLı TABLET,8680199093346,L01EB02,Aktif,64.23
13489,TARTADA 150 MG FILM KAPLı TABLET,8680199093346,L01EB02,Aktif,65.69
13490,TARTADA 25 MG FILM KAPLı TABLET,8680199093346,L01EB02,Aktif,63.24
13491,TARUDİN 10 MG TABLET,8699514017523,R06AX28,Aktif,56.0
13492,TASIGNA 150 MG KAPSÜL,8699525151315,C03EA01,Pasif,48.09
13493,TASIGNA 200 MG KAPSÜL,8699559170016,G04BD06,Aktif,49.1
13494,TASKEN 300 MG/50 ML IV ENJEKTABL ÇÖZELTI İÇEREN FLAKON,8699828770343,L01CD01,Aktif,80.0
13495,TASMAR 100 MG FILM KAPLI TABLET,8698856090010,N04BX01,Pasif,68.38
13496,TAUROLITE 250 MG KAPSÜL,8680760150096,A05AA02,Aktif,52.71
13497,TAVANIC 250 MG FILM KAPLI TABLET,8699809097667,J01MA12,Aktif,62.18
13498,TAVANIC 500 MG FILM TABLET,8699809097667,J01MA12,Aktif,60.16
13499,TAVANİC 500 MG/100 ML IV İNFUZYONLUK ÇÖZELTİ,8680199015416,J01MA12,Pasif,61.9
13500,TAVEGYL 1 MG TABLET,8681291010378,R06AA04,Pasif,68.18
13501,TAVEGYL ŞURUP,8699504570052,R06AA04,Pasif,60.87
13502,"TAXATU 100 MG /16,7 ML IV İNFüZYONLUK ÇöZELTI HAZıRLAMAK İçIN KONSANTRE",8699650772621,L01CD01,Aktif,80.2
13503,TAXATU 150 MG /25 ML IV İNFüZYONLUK ÇöZELTI HAZıRLAMAK İçIN KONSANTRE,8699650772645,L01CD01,Aktif,79.79
13504,TAXATU 30 MG /5 ML IV İNFüZYONLUK ÇöZELTI HAZıRLAMAK İçIN KONSANTRE,8699650772614,L01CD01,Aktif,79.37
13505,TAXATU 300 MG /50 ML IV İNFüZYONLUK ÇöZELTI HAZıRLAMAK İçIN KONSANTRE,8699650772638,L01CD01,Aktif,79.79
13506,TAXOCEF 0.5 G IM/IV ENJEKSIYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN TOZ VE ÇÖZÜCÜ,8681801271060,J01DD01,Aktif,68.81
13507,TAXOCEF 1 G  IM/IV ENJEKSİYONLUK  ÇÖZELTİ  HAZIRLAMAK  İÇİN  TOZ  VE  ÇÖZÜCÜ,8681801271077,J01DD01,Aktif,67.58
13508,TAXOCEF 2 G IV ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN TOZ VE ÇÖZÜCÜ,8699814790119,J01XA02,Pasif,70.24
13509,TAXOTERE 160 MG/8 ML INFÜZYON IÇIN KONSANTRE ÇÖZELTI IÇEREN FLAKON,8699541761109,L01CD02,Pasif,68.66
13510,TAXOTERE 20 MG IV INFÜZYON  ÇÖZELTISI IÇEREN FLAKON,8699809760370,L01CD02,Pasif,65.41
13511,TAXOTERE 20 MG/ ML INFÜZYON IÇIN KONSANTRE ÇÖZELTI IÇEREN FLAKON,8699516765057,L01CD01,Pasif,67.34
13512,TAXOTERE 80 MG IV INFÜZYON  ÇÖZELTISI IÇEREN FLAKON,8699809760387,L01CD02,Pasif,65.41
13513,TAXOTERE 80 MG/4 ML INFÜZYON IÇIN KONSANTRE ÇÖZELTI IÇEREN FLAKON,8699516765057,L01CD01,Pasif,67.66
13514,"TAZACNE % 0,1 KREM",8681990009024,D05AX05,Pasif,51.92
13515,"TAZARED %0,05 JEL",8699580340051,D05AX05,Pasif,68.13
13516,"TAZARED %0,1 JEL",8699580340068,D05AX05,Pasif,65.91
13517,"TAZERACIN 2,25G IV ENJEKSIYON VE İNFÜZYON İÇIN LIYOFILIZE TOZ İÇEREN FLAKON",8699508790067,J01CR05,Aktif,67.92
13518,"TAZERACIN 4,5G IV ENJEKSIYON VE İNFÜZYON İÇIN LIYOFILIZE TOZ İÇEREN FLAKON",8699508790074,J01CR05,Aktif,67.68
13519,"TAZİLİX 2 G/0,25 G ENJEKSIYONLUK/INFüZYONLUK çöZELTI HAZıRLAMAK IçIN TOZ",8699715772108,L01DC03,Aktif,63.93
13520,"TAZİLİX 4 G/0,5 G ENJEKSIYONLUK/INFüZYONLUK çöZELTI HAZıRLAMAK IçIN TOZ",8699606796695,B05XC,Aktif,63.59
13521,TAZOJECT 2.25 G IV ENJEKSIYONLUK LIYOFILIZE TOZ IÇEREN FLAKON,8699814790010,J01CR05,Aktif,71.23
13522,TAZOJECT 2G /0.25 G IV ENJEKSIYONLUK LIYOFILIZE TOZ,8699814790010,J01CR05,Aktif,61.54
13523,TAZOJECT 4.5 G İ.V. ENJEKSIYONLUK LIYOFILIZE TOZ İÇEREN FLAKON,8699814790027,J01CR05,Aktif,70.32
13524,TAZOJECT 4.5 G İ.V. ENJEKSIYONLUK LIYOFILIZE TOZ İÇEREN FLAKON,8699814790027,J01CR05,Aktif,70.32
13525,"TAZOJECT 4G/0,5G IV ENJEKSIYONLUK LIYOFILIZE TOZ",8699814790027,J01CR05,Aktif,61.17
13526,TAZOPER 2.25 G İ.V. ENJEKSIYONLUK LIYOFILIZE TOZ İÇEREN FLAKON,8699541794206,J01CR05,Pasif,64.94
13527,TAZOPER 4.5 G İ.V. ENJEKSIYONLUK LIYOFILIZE TOZ İÇEREN FLAKON,8699541794305,J01CR05,Pasif,64.35
13528,TAZOTENE %0.1 KREM,8681801350161,D05AX05,Pasif,64.44
13529,TD-VAC 0.5 ML IM ENJEKSIYON IÇIN SÜSPANSIYON IÇEREN AMPUL,8699839960580,J07AM51,Aktif,71.24
13530,TD-VAC 0.5ML IM ENJEKSIYON İÇIN SÜSPANSIYON İÇEREN AMPUL,8699839960580,J07AM51,Aktif,69.91
13531,TEARON %0.05 OFTALMİK EMÜLSİYON İÇEREN TEK DOZLUK FLAKON,8699511610017,S01XA18,Aktif,66.27
13532,"TEARS  NATURALE  II  1  MG/ML  +  3  MG/ML  GÖZ  DAMLASI,  ÇÖZELTİ",8680199005318,S03CA01,Pasif,51.85
13533,TEB VITAMIN B12 1000 MCG/ML I.M. ENJEKSIYONLUK ÇöZELTI,8681986160005,B03BA01,Aktif,62.57
13534,TEBOKAN FORT 40 MG FILM TABLET,8699514097624,N06DX02,Aktif,58.06
13535,"TEBOKAN FORT 40 MG/ML DAMLA, ÇÖZELTİ",8699708590054,C01AA05,Aktif,54.68
13536,TEBOKAN INTENS 120 MG FİLM TABLET,8699514097624,N06DX02,Aktif,66.14
13537,TEBOKAN SPECİAL 80 MG FİLM TABLET,8699514097990,N06DX02,Aktif,62.4
13538,TECAR 240 MG/ 10 ML IV İNFÜZYONLUK ÇÖZELTİ,8698622750155,R03DA05,Pasif,74.82
13539,TECAR 240MG/10ML İV İNFÜZYON İÇIN ÇÖZELTI İÇEREN AMPUL,8699702755046,C01CA03,Aktif,61.31
13540,TECDİMEX 120 MG GASTROREZISTAN SERT KAPSüL,8680698160501,L04AX07,Pasif,77.55
13541,TECDİMEX 240 MG GASTROREZISTAN SERT KAPSüL,8680698160518,L04AX07,Pasif,77.55
13542,TECENTRIQ 1200 MG/20 ML İNFÜZYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN KONSANTRE,8699505763460,L01FF05,Aktif,79.61
13543,TECENTRİQ 840  MG/14 ML İNFÜZYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN KONSANTRE,8699505763323,L01FF05,Aktif,85.26
13544,TECFİDERA 120 MG ENTERİK SERT KAPSÜL (üRETIM YERI JANSSEN,8699783160012,L04AX07,Aktif,66.27
13545,TECFIDERA 120 MG ENTERIK SERT KAPSüL ÜRETIM YERI CORDEN),8699783160012,L04AX07,Aktif,65.45
13546,TECFİDERA 240 MG ENTERİK SERT KAPSÜL (üRETIM YERI JANNSEN),8699783160029,L04AX07,Aktif,66.27
13547,TECHNEKAM BHR  99 Mo/ 99m Tc radyonüklid Jeneratör,8699525610126,S01XA03,Aktif,42.16
13548,TECHNESCAN  HDP 3 MG RADYOFARMASöTIK   HAZıRLAMA KITI,8699566205794,A03AA05,Aktif,46.81
13549,TECHNESCAN DTPA 20.8 MG  ENJEKSIYONLUK ÇÖZELTI HAZIRLAMAK İÇİN  LIYOFILIZE TOZ,8681735790170,J01XA02,Aktif,67.96
13550,TECHNESCAN MAG3 1 MG RADYOFARMASöTIK HAZıRLAMAK İçIN KIT,8699680280035,J01DD15,Pasif,55.37
13551,TECHNESCAN PYP 20 MG ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN LİYOFİLİZE TOZ,8681735790170,J01XA02,Aktif,64.22
13552,TEFECTUS 2 G/10 ML ORAL ÇöZELTI,8681986160357,A16AA01,Pasif,68.75
13553,TEFEL 8MG EFERVESAN TABLET,8697930021896,M03BX05,Pasif,64.29
13554,TEFLIMES 14 MG FILM KAPLı TABLET,8699638095643,L04AK02,Pasif,74.6
13555,TEFOR DUOTAB,8699636012222,H03AA01,Pasif,47.55
13556,"TEGELINE 10 G/200ML, IV İNFÜZYON İÇİN LİYOFİLİZE TOZ İÇEREN FLAKON",8699538983651,J06BA02,Aktif,70.39
13557,TEGELINE 5 G/100ML IV İNFÜZYON İÇİN LİYOFİLİZE TOZ İÇEREN FLAKON,8699538983651,J06BA02,Aktif,68.1
13558,TEGLIX 120MG FILM TABLET,8699578094263,A10BX03,Aktif,61.54
13559,TEGLIX 180MG FILM TABLET,8699578094263,A10BX03,Aktif,59.83
13560,TEGLİX 60 MG FILM KAPLı TABLET,8699578094263,A10BX03,Aktif,66.67
13561,TEGLUTİK  5MG/ML ORAL SÜSPANSİYON,8699324650064,N07XX02,Pasif,72.58
13562,TEGRETOL  400 MG DEĞİŞTİRİLMİŞ SALIMLI TABLET,8681428031962,C07AB02,Aktif,58.06
13563,TEGRETOL %2 ŞURUP,8699504570038,N03AF01,Aktif,50.0
13564,TEGRETOL 100 MG/5 ML ORAL SÜSPANSİYON,8699532705464,A03AA05,Pasif,55.25
13565,TEGRETOL 200 MG DEĞİŞTİRİLMİŞ SALIMLI TABLET,8681428031948,C07AB02,Aktif,58.38
13566,TEGRETOL 200 MG TABLET,8699504010114,N03AF01,Aktif,54.69
13567,TEİCOJECT 200 MG IM/IV ENJEKSIYONLUK ÇöZELTI HAZıRLAMAK IçIN TOZ VE ÇöZüCü,8699814790119,J01XA02,Pasif,89.47
13568,TEİCOJECT 400 MG IM/IV ENJEKSIYONLUK ÇöZELTI HAZıRLAMAK IçIN TOZ VE ÇöZüCü,8699814790126,J01XA02,Aktif,89.47
13569,TEİKOPOL 200 MG  I.M./I.V.  ENJEKSİYONLUK  ÇÖZELTİ  HAZIRLAMAK İÇİN TOZ VE ÇÖZÜCÜ,8681697790072,J01XA02,Pasif,80.56
13570,TEİKOPOL 400 MG  I.M./I.V.  ENJEKSİYONLUK  ÇÖZELTİ  HAZIRLAMAK İÇİN TOZ VE ÇÖZÜCÜ,8681697790089,J01XA02,Pasif,80.56
13571,TEİPLACİD 200 MG IV/IM ENJEKSIYONLUK ÇöZELTI HAZıRLAMAK İçIN LIYOFILIZE TOZ VE ÇöZüCü,8681697790072,J01XA02,Pasif,84.44
13572,TEİPLACİD 400 MG IV/IM ENJEKSIYONLUK ÇöZELTI HAZıRLAMAK İçIN LIYOFILIZE TOZ VE ÇöZüCü,8681697790089,J01XA02,Pasif,84.44
13573,TEKAMEN 100 MG/5 ML IV İNFÜZYON ÇÖZELTISI IÇEREN FLAKON,8699541760201,L01CE02,Aktif,63.44
13574,TEKAMEN 40 MG/2 ML IV İNFÜZYON ÇÖZELTISI IÇEREN FLAKON,8699541760102,L01CE02,Pasif,63.04
13575,TEKAN-L 4 MG IV ENJEKSİYONLUK LİYOFİLİZE TOZ İÇEREN FLAKON,8699541794701,L01CE01,Pasif,74.86
13576,TEKAN-L 4MG IV ENJEKSIYON İÇIN TOZ İÇEREN FLAKON,8699541794701,L01CE01,Pasif,69.01
13577,"TEKANAFİN %1 DERİYE UYGULANACAK SPREY, ÇÖZELTİ",8699293510994,D01AE22,Pasif,62.42
13578,TEKFİN  %1 KREM,8699525513649,D01AE15,Aktif,65.22
13579,TEKFİN 250 MG TABLET,8699525013439,D01BA02,Aktif,77.11
13580,TEKFİN SPREY DERMAL %1,8699525513649,D01AE15,Aktif,70.0
13581,TEKLONIN 200 MG IM/IV ENJEKSIYONLUK ÇÖZELTI HAZIRLAMAK İÇİN TOZ VE ÇÖZÜCÜ,8680199798968,J01XA02,Aktif,80.98
13582,TEKLONİN 400 MG IM/IV ENJEKSIYONLUK ÇÖZELTI HAZIRLAMAK İÇİN TOZ VE ÇÖZÜCÜ,8680199798968,J01XA02,Aktif,81.95
13583,TEKOSIT 200 MG IM/IV LIYOFILIZE TOZ IÇEREN FLAKON,8699828790051,J01XA02,Aktif,73.29
13584,TEKOSIT 400 MG IM/IV LIYOFILIZE TOZ IÇEREN FLAKON,8699828790051,J01XA02,Aktif,74.53
13585,TEKTROTYD 20 MCG RADYOFARMASöTIK HAZıRLAMAK İçIN KIT,8699566205794,A03AA05,Aktif,45.49
13586,TELEBRIX 30 FLAKON,8699679773005,V08AA05,Pasif,70.59
13587,TELFAST 120 MG FILM TABLET,8699809090255,R06AX26,Pasif,87.06
13588,TELFAST 180 MG FILM TABLET,8699809090262,R06AX26,Pasif,87.06
13589,TELMIDAY PLUS 80/12.5 MG TABLET,8699976010254,C09DA07,Pasif,66.67
13590,TELMIDAY PUS 80/25 MG TABLET,8699976010254,C09DA07,Pasif,64.0
13591,TELMIDAY PUS 80/25 MG TABLET,8699976010254,C09DA07,Pasif,64.0
13592,TELMITEK 20 MG TABLET,8699262010104,C09CA07,Pasif,62.39
13593,TELMİTEK 40 MG TABLET,8699262010104,C09CA07,Pasif,60.55
13594,TELMİTEK 80 MG TABLET,8699262010104,C09CA07,Pasif,60.55
13595,TELMİTEK PLUS 40MG/12.5MG TABLET,8680881012891,C09DB04,Aktif,51.57
13596,TELMİTEK PLUS 80MG/12.5MG TABLET,8680881014031,C09DA07,Aktif,53.5
13597,TELMİTEK PLUS 80MG/25MG TABLET,8680881012884,C09DB04,Aktif,52.56
13598,TELMODIP 80 MG/10 MG TABLET,8680881012891,C09DB04,Aktif,75.36
13599,TELMODIP 80 MG/5 MG TABLET,8680881012884,C09DB04,Aktif,75.0
13600,TELMODİP® PLUS 80 MG/10 MG/25 MG TABLET,8680881012891,C09DB04,Aktif,63.95
13601,"TELMODİP® PLUS 80 MG/5 MG/12,5 MG TABLET",8680881012884,C09DB04,Aktif,62.79
13602,TELORA 40MG TABLET,8699517014123,C09CA07,Pasif,60.42
13603,TELORA 40MG TABLET,8699517014123,C09CA07,Pasif,60.42
13604,TELORA 80MG TABLET,8699502013780,C09CA07,Pasif,87.5
13605,TELORA 80MG TABLET,8699517014116,C09CA07,Pasif,60.42
13606,TELPRES 80MG TABLET,8680881014017,C09CA07,Aktif,86.15
13607,TELVIS 80 MG TABLET,8697936011181,C09CA07,Pasif,71.91
13608,"TELVIS PLUS 40 MG/12,5 TABLET",8680881014031,C09DA07,Aktif,65.22
